Datum (MEZ),Kernenergie,Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion EXAA (DE-LU)
2019-01-03T02:00+01:00,9490.5753,28265.02549,21631.50917,50.84
2019-01-03T02:15+01:00,9483.141374,28520.65188,21815.1562,44.66
2019-01-03T02:30+01:00,9486.628525,28480.59144,21753.15567,42.69
2019-01-03T02:45+01:00,9483.541048,28355.26527,21480.11379,41.82
2019-01-03T03:00+01:00,9492.173994,28478.95392,21661.54189,47.2
2019-01-03T03:15+01:00,9482.511888,28530.33642,22025.8467,44
2019-01-03T03:30+01:00,9482.062256,28532.49459,22135.82068,41.16
2019-01-03T03:45+01:00,9465.016184,28392.56891,22456.40229,43.59
2019-01-03T04:00+01:00,9486.868329,28189.9381,22343.19704,41.3
2019-01-03T04:15+01:00,9473.888934,28281.891,22635.66586,42.06
2019-01-03T04:30+01:00,9468.333474,28420.87304,23055.89294,42.45
2019-01-03T04:45+01:00,9483.291252,28725.47026,23210.38063,51.63
2019-01-03T05:00+01:00,9479.454387,29182.29156,23364.76961,39.4
2019-01-03T05:15+01:00,9478.16544,29701.76599,23418.57629,35.7
2019-01-03T05:30+01:00,9486.598549,30399.73553,23660.85132,48.9
2019-01-03T05:45+01:00,9484.979872,31194.27904,23570.59823,59.14
2019-01-03T06:00+01:00,9443.663631,32926.08676,23723.05861,29.92
2019-01-03T06:15+01:00,9471.900559,34019.17823,23797.77769,35.81
2019-01-03T06:30+01:00,9484.660133,34973.05579,23846.14788,58.35
2019-01-03T06:45+01:00,9488.796753,35525.67197,23640.02252,72.9
2019-01-03T07:00+01:00,9421.082082,35642.89416,23671.05609,34.87
2019-01-03T07:15+01:00,9451.537198,35992.72484,24045.11526,53.11
2019-01-03T07:30+01:00,9418.204434,36437.74737,24059.10697,69.78
2019-01-03T07:45+01:00,9435.570244,36981.16526,23936.16804,76.23
2019-01-03T08:00+01:00,9452.686259,37453.84548,23900.03715,57.8
2019-01-03T08:15+01:00,9478.714991,38048.23216,23981.46283,63.96
2019-01-03T08:30+01:00,9481.352835,38563.04538,23975.2893,66.79
2019-01-03T08:45+01:00,9479.504346,38892.17055,24156.37174,67.4
2019-01-03T09:00+01:00,9478.395252,39180.86571,24322.64351,61.2
2019-01-03T09:15+01:00,9479.194599,39711.43849,24418.0582,61.77
2019-01-03T09:30+01:00,9479.294517,40056.90861,24653.8812,63.26
2019-01-03T09:45+01:00,9475.127922,40211.04084,24342.63498,59.78
2019-01-03T10:00+01:00,9482.90157,40457.03324,24325.90146,59.4
2019-01-03T10:15+01:00,9483.860786,40736.83408,24393.09866,59.5
2019-01-03T10:30+01:00,9492.273912,40808.50845,24272.20262,59.1
2019-01-03T10:45+01:00,9491.424606,40944.82998,24041.59569,59.3
2019-01-03T11:00+01:00,9489.016573,41053.83553,23754.54889,57.8
2019-01-03T11:15+01:00,9484.770043,41069.60325,23797.5937,59.64
2019-01-03T11:30+01:00,9481.982321,41231.49645,23669.22887,62.55
2019-01-03T11:45+01:00,9484.270452,41281.26957,23273.56689,63.71
2019-01-03T12:00+01:00,9484.849978,41376.09331,23039.77001,61.35
2019-01-03T12:15+01:00,9487.757602,41443.80914,22711.10932,61.54
2019-01-03T12:30+01:00,9488.696835,41566.70206,22086.19206,62.76
2019-01-03T12:45+01:00,9486.358745,41616.3699,21697.23948,64.4
2019-01-03T13:00+01:00,9491.014941,41706.40823,21115.54505,61.31
2019-01-03T13:15+01:00,9479.304509,41690.77864,20615.90381,63.5
2019-01-03T13:30+01:00,9480.45357,41399.6866,20199.96964,62.14
2019-01-03T13:45+01:00,9475.87731,41085.59952,19674.35876,65.05
2019-01-03T14:00+01:00,9484.690109,41259.50033,19006.15067,58.28
2019-01-03T14:15+01:00,9478.155448,41237.7568,18422.7313,62.01
2019-01-03T14:30+01:00,9482.41197,41257.55766,17794.26636,66.71
2019-01-03T14:45+01:00,9482.212133,41286.05142,17115.27408,70.68
2019-01-03T15:00+01:00,9476.546763,41464.14888,16653.39822,58.62
2019-01-03T15:15+01:00,9484.780035,41463.08392,16282.14674,62.81
2019-01-03T15:30+01:00,9485.109766,41509.26942,15920.7533,70
2019-01-03T15:45+01:00,9478.285342,41608.60684,15924.75027,70.9
2019-01-03T16:00+01:00,9462.318388,41760.05372,15952.19167,60.82
2019-01-03T16:15+01:00,9484.300427,41916.48424,16096.22899,62.16
2019-01-03T16:30+01:00,9479.104672,42072.96244,16196.27381,71.9
2019-01-03T16:45+01:00,9481.742517,42118.28213,16520.72381,76
2019-01-03T17:00+01:00,9456.323287,42052.19869,17007.7376,68
2019-01-03T17:15+01:00,9480.463562,42129.207,17303.50429,68.6
2019-01-03T17:30+01:00,9477.176248,41998.15846,17401.26331,71.89
2019-01-03T17:45+01:00,9480.063889,41351.28458,17610.83112,71.5
2019-01-03T18:00+01:00,9469.642404,41240.74182,17732.578,73.43
2019-01-03T18:15+01:00,9478.345293,41212.18355,17772.49027,70.71
2019-01-03T18:30+01:00,9470.811449,41235.39125,17846.87459,70.2
2019-01-03T18:45+01:00,9466.604886,41257.3107,17992.25004,68.3
2019-01-03T19:00+01:00,9463.147711,41285.21778,17855.78738,75.91
2019-01-03T19:15+01:00,9458.001915,41265.62614,17735.09382,73.1
2019-01-03T19:30+01:00,9456.982748,41402.39602,17589.43142,65.3
2019-01-03T19:45+01:00,9455.623859,41589.99466,17461.62966,59.6
2019-01-03T20:00+01:00,9472.010469,41745.53439,17440.51666,80.4
2019-01-03T20:15+01:00,9457.612234,41875.21059,17399.54304,72.93
2019-01-03T20:30+01:00,9466.904641,42027.31362,17364.28441,60.25
2019-01-03T20:45+01:00,9467.244363,41936.02742,17392.15345,51.45
2019-01-03T21:00+01:00,9480.413603,41547.88757,17106.66539,69.16
2019-01-03T21:15+01:00,9465.086127,41399.53706,16749.26088,66.05
2019-01-03T21:30+01:00,9462.847956,41267.92371,16370.31399,58.2
2019-01-03T21:45+01:00,9456.952773,41137.07972,16174.78526,49.42
2019-01-03T22:00+01:00,9480.553489,40650.35676,15812.0324,72.29
2019-01-03T22:15+01:00,9479.024738,40271.37627,15643.48009,64
2019-01-03T22:30+01:00,9478.744966,39987.1057,15383.91448,54.44
2019-01-03T22:45+01:00,9475.047987,39436.65081,15212.76223,44.56
2019-01-03T23:00+01:00,9478.365277,38368.99694,15154.04714,67.58
2019-01-03T23:15+01:00,9472.629963,37526.08659,15073.91135,59.03
2019-01-03T23:30+01:00,9470.151988,37145.09834,14832.98547,50.24
2019-01-03T23:45+01:00,9460.539842,36364.18232,14776.05887,40.63
2019-01-04T00:00+01:00,9480.143823,35999.4659,14855.54336,63.57
2019-01-04T00:15+01:00,9477.845701,35211.12038,14792.33319,55.99
2019-01-04T00:30+01:00,9466.175237,35091.42929,15010.87124,45.84
2019-01-04T00:45+01:00,9462.907907,34834.36977,15412.28951,38.87
2019-01-04T01:00+01:00,9481.242925,34572.22686,15856.91478,60.49
2019-01-04T01:15+01:00,9476.69664,34169.1003,16170.08375,53.22
2019-01-04T01:30+01:00,9473.289424,33772.06025,16691.22124,46.29
2019-01-04T01:45+01:00,9467.384249,33600.30842,17100.79513,40.8
2019-01-04T02:00+01:00,9413.33841,33318.71959,17625.69657,57.24
2019-01-04T02:15+01:00,9380.984846,33171.84978,18003.65921,49.45
2019-01-04T02:30+01:00,9379.426119,33070.21355,18198.22418,45.04
2019-01-04T02:45+01:00,9374.410218,33008.29353,18541.50515,41.2
2019-01-04T03:00+01:00,9380.73505,32892.91655,19065.20488,54.34
2019-01-04T03:15+01:00,9371.512585,32742.41305,19655.15096,48.47
2019-01-04T03:30+01:00,9367.965484,32622.53135,20221.19662,43.7
2019-01-04T03:45+01:00,9364.248521,32377.40607,20861.59463,41.1
2019-01-04T04:00+01:00,9377.157973,32291.16372,21510.23464,45.38
2019-01-04T04:15+01:00,9374.500144,32192.67319,21424.20399,44.28
2019-01-04T04:30+01:00,9375.789091,32097.65325,21849.35787,46.21
2019-01-04T04:45+01:00,9373.451002,32009.25103,22298.34933,46.47
2019-01-04T05:00+01:00,9365.407574,32318.43358,22805.29147,42.4
2019-01-04T05:15+01:00,9372.012177,32381.59702,23129.35949,41.44
2019-01-04T05:30+01:00,9376.318658,32471.2079,23599.46335,48.57
2019-01-04T05:45+01:00,9365.297664,32566.90577,23931.94086,50.19
2019-01-04T06:00+01:00,9330.506092,32914.33495,24596.9132,33.09
2019-01-04T06:15+01:00,9310.312592,32975.7734,24650.12002,45.63
2019-01-04T06:30+01:00,9331.305438,33378.37638,25234.47573,55.38
2019-01-04T06:45+01:00,9376.10883,33814.13519,25922.90784,61.9
2019-01-04T07:00+01:00,9318.30606,34287.28616,26363.02921,35.37
2019-01-04T07:15+01:00,9299.481442,34528.98839,26992.81238,50.37
2019-01-04T07:30+01:00,9337.420442,34762.30399,27692.82099,64.99
2019-01-04T07:45+01:00,9367.535835,34904.62969,28300.88331,70.07
2019-01-04T08:00+01:00,9338.98916,34898.05779,28205.60271,56.43
2019-01-04T08:15+01:00,9360.981191,34962.34507,28263.5163,62.5
2019-01-04T08:30+01:00,9360.391672,35063.63234,28572.58159,61.56
2019-01-04T08:45+01:00,9355.105991,35190.20087,28900.25236,58.6
2019-01-04T09:00+01:00,9355.15595,35433.95925,29395.06503,57.5
2019-01-04T09:15+01:00,9359.332538,35388.66543,29928.41596,56.69
2019-01-04T09:30+01:00,9356.864554,35457.63295,30369.45531,57
2019-01-04T09:45+01:00,9358.09355,35305.22299,30662.4371,52.8
2019-01-04T10:00+01:00,9277.679256,35123.48241,31250.93162,58.39
2019-01-04T10:15+01:00,9117.919795,35068.47054,31904.27663,56.4
2019-01-04T10:30+01:00,9062.874772,35153.62232,32549.50147,54.4
2019-01-04T10:45+01:00,9027.113992,35160.43883,33109.89546,51.3
2019-01-04T11:00+01:00,9008.049569,35142.02742,33635.11335,54.8
2019-01-04T11:15+01:00,9009.498385,35127.78903,34173.07295,56.6
2019-01-04T11:30+01:00,9050.125189,35207.6838,34636.85182,57
2019-01-04T11:45+01:00,9043.310757,35140.93491,35018.04107,54.02
2019-01-04T12:00+01:00,9124.014815,35022.13282,35470.51495,58.57
2019-01-04T12:15+01:00,9156.228493,34844.65396,35705.68172,54.61
2019-01-04T12:30+01:00,9200.971933,34775.70221,36080.42846,53.2
2019-01-04T12:45+01:00,9162.083709,34346.5746,36583.31472,51.86
2019-01-04T13:00+01:00,9133.167336,33823.20831,36718.50769,55.9
2019-01-04T13:15+01:00,9225.811637,33602.67231,36471.47044,54.73
2019-01-04T13:30+01:00,9256.726377,33470.02505,36401.85811,52.2
2019-01-04T13:45+01:00,9267.207812,33581.54492,36058.22331,49.8
2019-01-04T14:00+01:00,9270.415192,34187.68865,36096.13629,50.88
2019-01-04T14:15+01:00,9235.46375,34477.14931,35523.9772,52.37
2019-01-04T14:30+01:00,9198.443999,34477.2663,35024.19177,52.8
2019-01-04T14:45+01:00,9173.514369,34312.76048,34766.94937,52.5
2019-01-04T15:00+01:00,9176.232148,34548.53113,34362.44023,48.6
2019-01-04T15:15+01:00,9174.423626,34700.36855,34018.11671,50.9
2019-01-04T15:30+01:00,9173.914042,34819.7494,34098.34024,53
2019-01-04T15:45+01:00,9173.634271,34709.51943,34149.56436,52.5
2019-01-04T16:00+01:00,9162.47339,34296.96978,34400.44923,41.7
2019-01-04T16:15+01:00,9155.389179,34264.60399,34311.37074,46.6
2019-01-04T16:30+01:00,9146.846159,34389.5576,34505.58009,56.4
2019-01-04T16:45+01:00,9147.215857,34621.93336,34581.67519,61.29
2019-01-04T17:00+01:00,9118.619223,34905.17459,34732.76296,51.2
2019-01-04T17:15+01:00,9138.662846,34783.34297,34819.87261,52.66
2019-01-04T17:30+01:00,9134.316397,34760.92114,34945.14906,55.12
2019-01-04T17:45+01:00,9133.557018,34553.2187,34811.63068,56.31
2019-01-04T18:00+01:00,9126.1131,34234.78854,34750.90008,56.66
2019-01-04T18:15+01:00,9143.698731,34267.11816,34901.93984,51.88
2019-01-04T18:30+01:00,9112.34435,34157.72321,34649.90747,51.3
2019-01-04T18:45+01:00,9130.099843,33823.92501,34463.99214,49.1
2019-01-04T19:00+01:00,9142.889392,32988.60352,34523.28038,59.63
2019-01-04T19:15+01:00,9118.409395,32479.16758,34301.23573,54.7
2019-01-04T19:30+01:00,9124.144708,32131.45299,34112.69325,47.27
2019-01-04T19:45+01:00,9128.081492,31629.6153,33883.58813,39.7
2019-01-04T20:00+01:00,9133.596985,31581.06165,34037.26951,61.87
2019-01-04T20:15+01:00,9132.328022,31250.44461,33989.30811,50.82
2019-01-04T20:30+01:00,9151.04273,30819.38525,33946.75385,39
2019-01-04T20:45+01:00,9150.323318,30071.5082,33894.23637,29.94
2019-01-04T21:00+01:00,9158.706468,29200.13552,33763.66503,52.09
