Datum (MEZ),Nicht Erneuerbar,Erneuerbar,Day Ahead Auktion EXAA (DE-LU)
,Leistung (MW),Leistung (MW),"Preis (EUR/MWh, EUR/tCO2)"
2024-02-17T04:15+01:00,16822.07031,28376.68414,53.3
2024-02-17T04:30+01:00,16804.47231,28936.39268,54.92
2024-02-17T04:45+01:00,16787.17393,29289.31176,65.09
2024-02-17T05:00+01:00,16923.58662,29238.58157,46.8
2024-02-17T05:15+01:00,16951.32658,29379.86221,49.39
2024-02-17T05:30+01:00,17025.52424,29520.48326,58.1
2024-02-17T05:45+01:00,17079.20962,29874.27194,72.91
2024-02-17T06:00+01:00,17077.54243,30602.56477,41.4
2024-02-17T06:15+01:00,17111.03248,30551.73099,57.98
2024-02-17T06:30+01:00,17095.45655,30233.31634,67.52
2024-02-17T06:45+01:00,17168.91363,30109.53405,69.91
2024-02-17T07:00+01:00,17135.17727,29993.55732,34.4
2024-02-17T07:15+01:00,17355.6276,29067.76362,59.93
2024-02-17T07:30+01:00,17785.27006,28970.32742,76
2024-02-17T07:45+01:00,17890.06325,28801.25719,87.8
2024-02-17T08:00+01:00,18238.35334,28992.07298,64
2024-02-17T08:15+01:00,18259.92978,29323.46222,66.96
2024-02-17T08:30+01:00,18388.92782,29785.51801,70.35
2024-02-17T08:45+01:00,18334.24584,30208.87886,66.93
2024-02-17T09:00+01:00,18113.61856,30909.26501,72.99
2024-02-17T09:15+01:00,17867.67614,31449.14536,66.6
2024-02-17T09:30+01:00,17911.83762,31746.01201,63.99
2024-02-17T09:45+01:00,17848.20646,32129.16613,57.98
2024-02-17T10:00+01:00,17673.01126,32798.80234,74
2024-02-17T10:15+01:00,17718.56408,33171.6221,64.47
2024-02-17T10:30+01:00,17690.10793,33247.63827,60.99
2024-02-17T10:45+01:00,17501.75681,33553.83636,48.93
2024-02-17T11:00+01:00,16982.94713,34003.64824,68.7
2024-02-17T11:15+01:00,16931.35547,34122.78545,63.2
2024-02-17T11:30+01:00,16999.63144,34439.38318,57.93
2024-02-17T11:45+01:00,16942.04684,34615.83577,45.97
2024-02-17T12:00+01:00,16962.0673,34334.54068,65.01
2024-02-17T12:15+01:00,16844.65467,33831.73119,55.9
2024-02-17T12:30+01:00,16922.97894,33523.63458,56.8
2024-02-17T12:45+01:00,16933.35834,32927.24468,57.3
2024-02-17T13:00+01:00,16900.03751,32465.66115,62.23
2024-02-17T13:15+01:00,16821.22527,32071.96671,58.6
2024-02-17T13:30+01:00,16880.07495,31318.62143,56.8
2024-02-17T13:45+01:00,17095.92804,30524.12321,58.6
2024-02-17T14:00+01:00,17316.65595,29503.72714,48.6
2024-02-17T14:15+01:00,17461.96634,28238.01453,57
2024-02-17T14:30+01:00,17578.14415,27184.4811,63
2024-02-17T14:45+01:00,17714.7436,25863.30833,71.4
2024-02-17T15:00+01:00,18488.05805,24374.45064,39.98
2024-02-17T15:15+01:00,18992.72276,23123.19818,62.9
2024-02-17T15:30+01:00,19839.24533,21537.11989,73
2024-02-17T15:45+01:00,20454.87183,19778.33691,86.5
2024-02-17T16:00+01:00,21258.94783,18056.4809,34
2024-02-17T16:15+01:00,21977.35681,16604.96236,64.6
2024-02-17T16:30+01:00,22440.74489,15269.84074,81.99
2024-02-17T16:45+01:00,22670.03022,14087.51753,109.12
2024-02-17T17:00+01:00,23081.3075,12988.39084,50.6
2024-02-17T17:15+01:00,23342.90946,12276.66587,69.24
2024-02-17T17:30+01:00,23555.33725,12008.98068,93.2
2024-02-17T17:45+01:00,23962.35928,11895.34262,131.2
2024-02-17T18:00+01:00,24300.47398,11686.49573,97.41
2024-02-17T18:15+01:00,24276.95891,11419.0099,88.1
2024-02-17T18:30+01:00,24240.76942,11304.06168,98.78
2024-02-17T18:45+01:00,24294.9667,11218.1612,93.2
2024-02-17T19:00+01:00,24450.01944,11056.16913,107.47
2024-02-17T19:15+01:00,24469.78194,10853.65838,92.05
2024-02-17T19:30+01:00,24377.26682,10712.72426,82.4
2024-02-17T19:45+01:00,24343.06464,10619.04512,70.08
2024-02-17T20:00+01:00,23992.44122,10634.90416,110
2024-02-17T20:15+01:00,23623.69431,10563.05379,81.92
2024-02-17T20:30+01:00,23465.91092,10324.26455,65.09
2024-02-17T20:45+01:00,23419.15502,10153.52491,60.05
2024-02-17T21:00+01:00,23205.9881,10403.34897,99.9
2024-02-17T21:15+01:00,22642.11832,10366.03064,74.48
2024-02-17T21:30+01:00,22469.79699,10480.16408,62.3
2024-02-17T21:45+01:00,22106.20089,10661.86023,57.59
2024-02-17T22:00+01:00,21768.89785,10934.599,91.5
2024-02-17T22:15+01:00,21403.51777,11255.29029,71.24
2024-02-17T22:30+01:00,20999.80097,11586.45683,63.99
2024-02-17T22:45+01:00,20322.20002,11959.28548,55.1
2024-02-17T23:00+01:00,19715.30013,12510.02305,78.98
2024-02-17T23:15+01:00,19431.63788,12879.56567,73
2024-02-17T23:30+01:00,19160.41202,13344.81678,59.44
2024-02-17T23:45+01:00,18713.02211,13846.25208,54.4
2024-02-18T00:00+01:00,18183.27937,14499.94138,78.9
2024-02-18T00:15+01:00,17825.71251,14756.04272,67.56
2024-02-18T00:30+01:00,17526.65124,15206.50811,59.98
2024-02-18T00:45+01:00,16809.80089,15854.77346,53.5
2024-02-18T01:00+01:00,16252.45124,16440.38589,76.69
2024-02-18T01:15+01:00,15766.48444,16930.93049,64.9
2024-02-18T01:30+01:00,15153.56223,17321.06627,56.9
2024-02-18T01:45+01:00,14803.80283,17747.74974,46
2024-02-18T02:00+01:00,14807.14851,18230.92469,85.21
2024-02-18T02:15+01:00,14474.32691,18595.80066,59.3
2024-02-18T02:30+01:00,14279.266,18962.58465,50.1
2024-02-18T02:45+01:00,13961.18895,19290.53772,39.9
2024-02-18T03:00+01:00,13663.39788,19352.55569,65.23
2024-02-18T03:15+01:00,13486.4053,19670.47664,54
2024-02-18T03:30+01:00,13472.65044,20095.41948,47.94
2024-02-18T03:45+01:00,13519.08575,20670.31176,36.1
2024-02-18T04:00+01:00,13912.4258,21185.35405,60.3
2024-02-18T04:15+01:00,13789.67213,21665.57391,53.95
2024-02-18T04:30+01:00,13790.45252,22109.96262,48.86
2024-02-18T04:45+01:00,13787.15916,22399.63174,40.1
2024-02-18T05:00+01:00,13502.34708,22762.63845,59.3
2024-02-18T05:15+01:00,13184.69044,23090.29738,47.99
2024-02-18T05:30+01:00,13190.02825,23479.53741,47.18
2024-02-18T05:45+01:00,13192.00405,23965.64462,43.9
2024-02-18T06:00+01:00,13289.1886,24794.88748,56.91
2024-02-18T06:15+01:00,13356.12073,25221.78767,54.8
2024-02-18T06:30+01:00,13328.20944,25559.75633,49.5
2024-02-18T06:45+01:00,13362.8551,25786.26021,40.09
2024-02-18T07:00+01:00,13772.69039,26311.75097,42.8
2024-02-18T07:15+01:00,13886.36628,26892.77715,55.35
2024-02-18T07:30+01:00,14033.02177,27581.58665,59.4
2024-02-18T07:45+01:00,14076.39464,28657.77844,46
2024-02-18T08:00+01:00,13901.40945,30079.69325,58.16
2024-02-18T08:15+01:00,13813.27016,31878.06243,57.9
2024-02-18T08:30+01:00,13703.28416,33242.10485,54.4
2024-02-18T08:45+01:00,13641.39357,34620.46133,37.3
2024-02-18T09:00+01:00,13334.31522,36471.29516,72.18
2024-02-18T09:15+01:00,13197.71295,37903.12743,59.3
2024-02-18T09:30+01:00,13234.33534,38880.94435,48.5
2024-02-18T09:45+01:00,13131.90243,40069.75258,32.3
2024-02-18T10:00+01:00,12753.38739,42100.27712,61.48
2024-02-18T10:15+01:00,12716.40623,43394.55943,53.5
2024-02-18T10:30+01:00,12802.34886,44037.10203,47.8
2024-02-18T10:45+01:00,12770.10287,44452.50862,32.1
2024-02-18T11:00+01:00,12661.64966,44357.95327,49.03
2024-02-18T11:15+01:00,12639.8475,44672.49831,51.4
2024-02-18T11:30+01:00,12656.87535,45215.83932,38.98
2024-02-18T11:45+01:00,12616.28045,45343.07094,30.1
2024-02-18T12:00+01:00,12437.14145,45489.85638,56.99
2024-02-18T12:15+01:00,12422.69049,45216.40916,38.6
2024-02-18T12:30+01:00,12448.70013,44784.99854,32.1
2024-02-18T12:45+01:00,12428.84079,44260.94907,33.5
2024-02-18T13:00+01:00,12349.6689,43376.48507,32.3
2024-02-18T13:15+01:00,12337.62127,42806.04419,43.15
2024-02-18T13:30+01:00,12324.98849,42212.15411,44.6
2024-02-18T13:45+01:00,12343.50409,41359.65254,41.1
2024-02-18T14:00+01:00,12403.29547,40420.2076,26.99
2024-02-18T14:15+01:00,12396.41849,39748.98966,44.6
2024-02-18T14:30+01:00,12402.35087,39453.17751,48
2024-02-18T14:45+01:00,12454.34406,38602.56726,64.9
2024-02-18T15:00+01:00,12685.00354,38931.17775,24.24
2024-02-18T15:15+01:00,12641.55475,38479.28511,38.4
2024-02-18T15:30+01:00,12701.78255,37319.64649,62
2024-02-18T15:45+01:00,12994.83561,36314.36984,81.1
2024-02-18T16:00+01:00,13625.53046,35545.27586,27.1
2024-02-18T16:15+01:00,13995.21832,34863.99079,49.6
2024-02-18T16:30+01:00,14264.17979,34004.23073,70
2024-02-18T16:45+01:00,14909.38306,33369.32966,96.74
2024-02-18T17:00+01:00,15580.07575,33038.73519,41.8
2024-02-18T17:15+01:00,16053.43905,33012.72646,60.3
2024-02-18T17:30+01:00,16632.71898,33390.06699,80.7
2024-02-18T17:45+01:00,16800.09348,33872.39024,92.45
2024-02-18T18:00+01:00,17127.2951,34122.50532,77.94
2024-02-18T18:15+01:00,17197.88831,34379.62983,78.8
2024-02-18T18:30+01:00,17184.09038,34579.95046,71.5
2024-02-18T18:45+01:00,17046.33704,34740.29563,65.8
2024-02-18T19:00+01:00,16269.30256,34802.50989,87.57
2024-02-18T19:15+01:00,15626.57354,34949.57832,73.8
2024-02-18T19:30+01:00,15452.76414,35401.49294,70.7
2024-02-18T19:45+01:00,15211.49698,35879.2865,56
2024-02-18T20:00+01:00,14837.66191,36044.9421,92.85
2024-02-18T20:15+01:00,14590.26134,36175.9464,71.8
2024-02-18T20:30+01:00,14033.9206,36661.50555,56
2024-02-18T20:45+01:00,13443.93123,37273.81142,49.3
2024-02-18T21:00+01:00,13045.24347,37510.11785,77.49
2024-02-18T21:15+01:00,12821.49864,37742.71039,64.9
2024-02-18T21:30+01:00,12810.88216,38095.54733,62.8
2024-02-18T21:45+01:00,12695.87032,38609.11099,49.5
2024-02-18T22:00+01:00,12253.65924,38717.88344,68.4
2024-02-18T22:15+01:00,12155.55889,39071.17433,67.39
2024-02-18T22:30+01:00,12115.48108,39314.51718,62
2024-02-18T22:45+01:00,12112.12951,39300.5529,53.7
2024-02-18T23:00+01:00,12086.51517,39752.31713,70.9
2024-02-18T23:15+01:00,12066.42476,40218.68353,67.8
2024-02-18T23:30+01:00,12061.37452,40510.83962,50.98
2024-02-18T23:45+01:00,11991.65496,40641.90941,40.43
2024-02-19T00:00+01:00,12090.1937,42363.36516,70
2024-02-19T00:15+01:00,11713.43912,43049.27362,60.7
2024-02-19T00:30+01:00,11717.38757,43128.18098,48.99
2024-02-19T00:45+01:00,11802.06988,42813.49733,33.6
2024-02-19T01:00+01:00,11777.00741,43271.95325,66
2024-02-19T01:15+01:00,11809.91242,43208.29974,53.29
2024-02-19T01:30+01:00,11912.22707,43161.31642,43.3
2024-02-19T01:45+01:00,11975.90411,42877.19111,39.6
2024-02-19T02:00+01:00,12006.28611,42116.30707,49.1
2024-02-19T02:15+01:00,12066.46595,42070.88311,42.75
2024-02-19T02:30+01:00,12073.78022,41870.68831,43
2024-02-19T02:45+01:00,12068.97861,41662.21573,45.94
2024-02-19T03:00+01:00,12111.20931,42109.24004,39.6
2024-02-19T03:15+01:00,12109.61959,42260.19699,39.97
2024-02-19T03:30+01:00,12055.14554,42197.01913,46.27
2024-02-19T03:45+01:00,12073.37688,41645.44167,54.93
2024-02-19T04:00+01:00,12156.66468,40925.33258,30.92
2024-02-19T04:15+01:00,12304.74428,40627.81658,39.6
2024-02-19T04:30+01:00,12385.31142,40343.6876,53.11
2024-02-19T04:45+01:00,12552.71481,39637.24635,67.2
2024-02-19T05:00+01:00,12918.41964,38926.62323,8.09
2024-02-19T05:15+01:00,13208.51973,38500.25792,42.8
2024-02-19T05:30+01:00,13813.28351,37954.8447,66.2
2024-02-19T05:45+01:00,14535.70033,37685.51872,104.95
2024-02-19T06:00+01:00,15460.77324,38455.16508,30.98
2024-02-19T06:15+01:00,16571.08299,38453.14303,67.2
2024-02-19T06:30+01:00,17372.10755,38319.45985,76.6
2024-02-19T06:45+01:00,18009.55038,38300.99238,93.99
2024-02-19T07:00+01:00,19068.6646,38216.85531,55.3
2024-02-19T07:15+01:00,19464.47402,38584.04472,69.93
2024-02-19T07:30+01:00,19603.86185,39009.90334,85.08
2024-02-19T07:45+01:00,19836.34323,39218.14291,94.4
2024-02-19T08:00+01:00,19801.954,39072.37373,72.93
2024-02-19T08:15+01:00,19719.98151,38893.52833,81.9
2024-02-19T08:30+01:00,19757.57057,39023.11996,85.27
2024-02-19T08:45+01:00,19773.12073,39477.30416,79.7
2024-02-19T09:00+01:00,19665.32321,40305.12756,80.2
2024-02-19T09:15+01:00,19669.86096,41208.53664,77.2
2024-02-19T09:30+01:00,19733.52111,41885.98583,76.7
2024-02-19T09:45+01:00,19762.41973,42158.47873,64.32
2024-02-19T10:00+01:00,19435.73579,42391.98207,66.99
2024-02-19T10:15+01:00,19002.56227,42541.38274,68.64
2024-02-19T10:30+01:00,18872.70582,42976.70931,68.9
2024-02-19T10:45+01:00,18982.15899,43451.10326,64.07
2024-02-19T11:00+01:00,18773.37002,43776.43934,70
2024-02-19T11:15+01:00,18716.00666,44061.04341,61.4
2024-02-19T11:30+01:00,18814.26154,44304.59567,60.92
2024-02-19T11:45+01:00,18673.08703,44237.44747,63.99
2024-02-19T12:00+01:00,18647.57701,44085.64282,63.8
2024-02-19T12:15+01:00,18711.89525,44446.30884,49.15
2024-02-19T12:30+01:00,18769.50147,44740.73191,63.8
2024-02-19T12:45+01:00,18736.86943,44479.67804,63.92
2024-02-19T13:00+01:00,18643.02621,43946.40694,71
2024-02-19T13:15+01:00,18617.79931,43046.23331,63.99
2024-02-19T13:30+01:00,18726.12747,42398.78993,57.64
2024-02-19T13:45+01:00,18897.17538,41158.06044,42.6
2024-02-19T14:00+01:00,19291.34172,40580.36614,57.97
2024-02-19T14:15+01:00,19581.93786,40057.34613,62.2
2024-02-19T14:30+01:00,19750.56325,39578.82358,59.4
2024-02-19T14:45+01:00,19726.93157,38479.9607,57.93
2024-02-19T15:00+01:00,19910.79698,37296.79759,63.15
2024-02-19T15:15+01:00,20088.07348,36415.30787,60.4
2024-02-19T15:30+01:00,20304.21711,35654.54277,65.4
2024-02-19T15:45+01:00,20490.17601,35035.06481,74.3
2024-02-19T16:00+01:00,20898.08143,34263.42795,53.21
2024-02-19T16:15+01:00,21226.05732,32917.08508,66.99
2024-02-19T16:30+01:00,21520.97661,31982.45332,78.94
2024-02-19T16:45+01:00,21596.417,31450.04633,94.9
2024-02-19T17:00+01:00,21703.17353,30782.57847,51.96
2024-02-19T17:15+01:00,21919.47911,30375.7238,66.91
2024-02-19T17:30+01:00,22228.03981,30476.64928,87.93
2024-02-19T17:45+01:00,22452.09332,30538.74476,118.21
2024-02-19T18:00+01:00,22763.0048,30561.40975,69.98
2024-02-19T18:15+01:00,22828.69203,30520.54784,80
2024-02-19T18:30+01:00,22927.04799,30567.39375,88.7
2024-02-19T18:45+01:00,22813.54517,30653.9133,84.99
2024-02-19T19:00+01:00,22715.45623,30763.98322,94.03
2024-02-19T19:15+01:00,22648.38591,31257.04973,65.09
2024-02-19T19:30+01:00,22663.76282,31302.17226,78.1
2024-02-19T19:45+01:00,22460.44572,31431.12322,60.08
2024-02-19T20:00+01:00,22361.29787,31826.20843,114.36
2024-02-19T20:15+01:00,22065.48703,32283.77081,67
2024-02-19T20:30+01:00,21673.19334,32448.81696,55.09
2024-02-19T20:45+01:00,21302.31916,32621.64866,47.57
2024-02-19T21:00+01:00,20743.51893,32512.13761,94.9
2024-02-19T21:15+01:00,20576.42632,32540.51814,79.7
2024-02-19T21:30+01:00,20234.43499,32619.9948,62.8
2024-02-19T21:45+01:00,19884.56237,33222.4876,48.2
2024-02-19T22:00+01:00,19604.60155,33266.17719,94.5
2024-02-19T22:15+01:00,19138.29048,33339.99681,68
2024-02-19T22:30+01:00,18610.62383,33128.43789,59.4
2024-02-19T22:45+01:00,18065.87681,33126.04047,46.4
2024-02-19T23:00+01:00,17582.63529,33100.65791,76.7
2024-02-19T23:15+01:00,17264.05124,32829.04629,69.93
2024-02-19T23:30+01:00,16958.28288,32391.64849,60.6
2024-02-19T23:45+01:00,16621.62515,31891.60086,51.8
2024-02-20T00:00+01:00,16618.27727,31433.53173,78.2
2024-02-20T00:15+01:00,16184.16447,30958.07578,55.9
2024-02-20T00:30+01:00,15995.7801,30431.87552,55.1
2024-02-20T00:45+01:00,15874.12827,30459.81988,40.17
2024-02-20T01:00+01:00,15958.32589,30706.35802,61.97
2024-02-20T01:15+01:00,16012.09367,30523.32693,58.97
2024-02-20T01:30+01:00,16039.03967,30519.73347,52.91
2024-02-20T01:45+01:00,16034.27551,30660.38906,49.43
2024-02-20T02:00+01:00,16126.58658,30878.49573,59.49
2024-02-20T02:15+01:00,16044.55701,30747.18441,53
2024-02-20T02:30+01:00,15984.5552,30853.49893,53
2024-02-20T02:45+01:00,15873.5752,30834.11172,53
2024-02-20T03:00+01:00,15745.52437,30755.54689,52.2
2024-02-20T03:15+01:00,15835.23404,30599.59692,50
2024-02-20T03:30+01:00,15928.30325,30496.49996,58.54
2024-02-20T03:45+01:00,15949.16915,30212.44535,56.6
2024-02-20T04:00+01:00,15948.11299,29852.63604,44
2024-02-20T04:15+01:00,15903.18849,29612.18052,51.1
2024-02-20T04:30+01:00,16110.97323,29162.37382,53
2024-02-20T04:45+01:00,16487.31555,28880.32714,70.19
2024-02-20T05:00+01:00,17095.5337,29106.28819,26.5
2024-02-20T05:15+01:00,17516.12108,29109.0825,45.9
2024-02-20T05:30+01:00,17996.90909,29045.4712,67.64
2024-02-20T05:45+01:00,18419.94127,28919.73096,99.92
2024-02-20T06:00+01:00,19227.4771,28989.31321,31.96
2024-02-20T06:15+01:00,20150.29547,29076.44088,58
2024-02-20T06:30+01:00,20724.21857,28981.52426,81.2
2024-02-20T06:45+01:00,21201.74562,29064.79974,112.73
2024-02-20T07:00+01:00,22132.6703,28474.13612,54.76
2024-02-20T07:15+01:00,22481.16197,27724.29016,70.91
2024-02-20T07:30+01:00,22697.55202,27417.22357,91.99
2024-02-20T07:45+01:00,22855.94723,27857.8635,93.6
2024-02-20T08:00+01:00,23285.78393,28300.10243,82.93
2024-02-20T08:15+01:00,23374.94901,28661.7026,85.92
2024-02-20T08:30+01:00,23353.98822,29220.50677,76.2
2024-02-20T08:45+01:00,22970.42415,30105.66519,67.97
2024-02-20T09:00+01:00,22213.50514,30985.34636,87.7
2024-02-20T09:15+01:00,22034.95749,31812.68789,79.47
2024-02-20T09:30+01:00,22572.50517,32851.46426,57.6
2024-02-20T09:45+01:00,22400.58418,33481.80329,58.5
2024-02-20T10:00+01:00,22335.40832,34634.88646,85.93
2024-02-20T10:15+01:00,22053.85476,36172.95638,68.41
2024-02-20T10:30+01:00,21778.02277,37519.98131,70
2024-02-20T10:45+01:00,21286.38983,38636.29356,53.1
2024-02-20T11:00+01:00,20600.12997,39657.15396,76.96
2024-02-20T11:15+01:00,20301.75921,40985.77812,64.91
2024-02-20T11:30+01:00,20097.13645,42019.49651,61.01
2024-02-20T11:45+01:00,19604.29763,43006.18932,49.98
2024-02-20T12:00+01:00,18675.87498,43812.07534,79.5
2024-02-20T12:15+01:00,18137.53327,44902.52302,61.7
2024-02-20T12:30+01:00,18086.34019,45518.45207,52.42
2024-02-20T12:45+01:00,18103.4625,45669.13621,37.1
2024-02-20T13:00+01:00,18091.82756,45379.08954,64.93
2024-02-20T13:15+01:00,17965.95901,45508.1886,56.4
2024-02-20T13:30+01:00,18001.68208,45787.04044,50.1
2024-02-20T13:45+01:00,17933.31494,45409.84394,42.59
2024-02-20T14:00+01:00,18101.66024,45375.69581,40.98
2024-02-20T14:15+01:00,18205.55511,44748.97396,51.1
2024-02-20T14:30+01:00,18121.9227,43511.60472,58.23
2024-02-20T14:45+01:00,18238.35106,41943.70234,67.99
2024-02-20T15:00+01:00,18587.34209,40351.28703,37.1
2024-02-20T15:15+01:00,19007.6021,39401.50407,61.06
2024-02-20T15:30+01:00,19348.19909,38296.04448,64.94
2024-02-20T15:45+01:00,19639.34215,36814.39716,81.2
2024-02-20T16:00+01:00,19901.77384,35116.22839,49.1
2024-02-20T16:15+01:00,20474.52307,33713.10133,58.18
2024-02-20T16:30+01:00,20867.17192,32512.76854,74.23
2024-02-20T16:45+01:00,21260.23328,31550.18724,91.2
2024-02-20T17:00+01:00,21474.10107,30649.24753,52.58
2024-02-20T17:15+01:00,21889.06538,30770.30754,68
2024-02-20T17:30+01:00,22049.39777,30784.59738,78.27
2024-02-20T17:45+01:00,22374.02524,31251.55826,99.92
2024-02-20T18:00+01:00,22816.27472,31793.59832,93.4
2024-02-20T18:15+01:00,22814.46233,32504.71379,76.93
2024-02-20T18:30+01:00,22837.55589,33359.27431,78.44
2024-02-20T18:45+01:00,22861.24585,33933.24137,68
2024-02-20T19:00+01:00,23003.00573,34373.42518,109.9
2024-02-20T19:15+01:00,23146.66474,34814.91585,82.4
2024-02-20T19:30+01:00,23210.4248,35484.11221,60.09
2024-02-20T19:45+01:00,22806.12691,35873.43827,55.13
2024-02-20T20:00+01:00,22150.08284,36979.07441,109.91
2024-02-20T20:15+01:00,21661.80826,37304.9232,74.66
2024-02-20T20:30+01:00,21110.00403,37594.06441,50.09
2024-02-20T20:45+01:00,20634.39064,37954.7138,37.96
2024-02-20T21:00+01:00,20473.3309,38267.65562,90.04
2024-02-20T21:15+01:00,20276.98277,38424.80122,71.1
2024-02-20T21:30+01:00,20160.31164,38475.09056,53.5
2024-02-20T21:45+01:00,19891.86545,38379.994,28.99
2024-02-20T22:00+01:00,19607.6965,37900.61424,92.41
2024-02-20T22:15+01:00,19496.1428,37825.53922,47
2024-02-20T22:30+01:00,19274.91337,37726.27408,51.1
2024-02-20T22:45+01:00,19098.16024,37709.8718,31.99
2024-02-20T23:00+01:00,18902.45032,37525.90719,73.7
2024-02-20T23:15+01:00,18365.55977,37561.02763,56.9
2024-02-20T23:30+01:00,18065.69682,37589.19862,35.9
2024-02-20T23:45+01:00,17765.65884,37493.7329,28.9
2024-02-21T00:00+01:00,16763.12581,38138.48966,64
2024-02-21T00:15+01:00,15906.59637,38170.2287,56.49
2024-02-21T00:30+01:00,15593.87692,38439.14941,44.4
2024-02-21T00:45+01:00,15423.29153,38457.62158,36.3
2024-02-21T01:00+01:00,15008.72565,38536.60469,58.9
2024-02-21T01:15+01:00,15006.13752,38522.98542,50.1
2024-02-21T01:30+01:00,14832.0272,38520.67576,42.4
2024-02-21T01:45+01:00,14649.53428,38400.44618,37.9
2024-02-21T02:00+01:00,14595.22861,37321.52855,55.95
2024-02-21T02:15+01:00,14503.12691,37355.18157,43.68
2024-02-21T02:30+01:00,14589.62687,37200.16502,43.92
2024-02-21T02:45+01:00,14680.11708,37254.75628,38.79
2024-02-21T03:00+01:00,14808.65567,37109.97028,44
2024-02-21T03:15+01:00,14820.04687,37042.32017,43.96
2024-02-21T03:30+01:00,14895.88057,36982.91199,43.99
2024-02-21T03:45+01:00,14926.54855,36902.75121,49.03
2024-02-21T04:00+01:00,14891.48795,36758.37749,36.88
2024-02-21T04:15+01:00,14976.28238,36527.37185,41
2024-02-21T04:30+01:00,15200.63446,36122.32796,49.98
2024-02-21T04:45+01:00,15706.0901,35278.25946,61.94
2024-02-21T05:00+01:00,16438.77871,34688.04669,7.93
2024-02-21T05:15+01:00,17103.86485,34327.64724,32.03
2024-02-21T05:30+01:00,17525.2741,34484.08855,65
2024-02-21T05:45+01:00,17985.91721,34479.31275,97.44
2024-02-21T06:00+01:00,18634.42723,34826.96588,19
2024-02-21T06:15+01:00,19252.67243,34627.25111,50.73
2024-02-21T06:30+01:00,19666.11605,34313.30311,70.95
2024-02-21T06:45+01:00,19882.25535,34226.39335,100.97
2024-02-21T07:00+01:00,19867.93284,34241.50313,37.91
2024-02-21T07:15+01:00,19906.57285,34136.5014,58.98
2024-02-21T07:30+01:00,20036.44176,33987.86364,87.7
2024-02-21T07:45+01:00,20015.61027,33690.74613,106.3
2024-02-21T08:00+01:00,19829.55271,34217.79412,78.1
2024-02-21T08:15+01:00,19759.18099,35197.97065,81.2
2024-02-21T08:30+01:00,19635.09209,36114.60108,73.9
2024-02-21T08:45+01:00,19549.58612,36951.63018,66.16
2024-02-21T09:00+01:00,19127.22412,38030.24377,91.96
2024-02-21T09:15+01:00,19175.50026,38987.21261,74.26
2024-02-21T09:30+01:00,19040.69555,40399.72918,60.8
2024-02-21T09:45+01:00,18677.81166,41954.58691,50.7
2024-02-21T10:00+01:00,18146.19442,43098.11092,82.97
2024-02-21T10:15+01:00,17898.0946,44703.95176,67.45
2024-02-21T10:30+01:00,17746.5895,45949.98017,55.92
2024-02-21T10:45+01:00,17870.43628,46899.61056,43.94
2024-02-21T11:00+01:00,17687.7784,46645.6726,73.91
2024-02-21T11:15+01:00,17485.93968,47655.00065,61.99
2024-02-21T11:30+01:00,17330.23968,48763.46589,51.91
2024-02-21T11:45+01:00,17156.59903,49469.83592,37.93
2024-02-21T12:00+01:00,17062.34884,49743.70527,63.94
2024-02-21T12:15+01:00,17132.05786,49927.81747,55.95
2024-02-21T12:30+01:00,17306.65009,49930.45256,52.93
2024-02-21T12:45+01:00,17351.51705,49544.88434,39.4
2024-02-21T13:00+01:00,17274.14673,48646.95436,52.93
2024-02-21T13:15+01:00,17376.32858,47765.75314,47.4
2024-02-21T13:30+01:00,17451.72656,46890.12048,52.94
2024-02-21T13:45+01:00,17533.55157,45917.06563,56.3
2024-02-21T14:00+01:00,17801.63544,45204.80192,37.98
2024-02-21T14:15+01:00,18106.89517,44196.23371,49.91
2024-02-21T14:30+01:00,18213.33747,42968.01473,61.99
2024-02-21T14:45+01:00,18420.32182,41292.0914,66.61
2024-02-21T15:00+01:00,18747.2629,39825.0968,37.54
2024-02-21T15:15+01:00,18768.521,38410.67188,47.9
2024-02-21T15:30+01:00,18976.07487,36986.47494,68.8
2024-02-21T15:45+01:00,19174.82573,35458.7319,79.8
2024-02-21T16:00+01:00,19381.58463,33664.24206,46.4
2024-02-21T16:15+01:00,19495.79206,32702.74262,55.97
2024-02-21T16:30+01:00,19501.75688,31839.29411,70.92
2024-02-21T16:45+01:00,19566.99137,31272.95724,82.7
2024-02-21T17:00+01:00,20046.84553,31118.942,56.9
2024-02-21T17:15+01:00,20093.49532,31385.85508,64.7
2024-02-21T17:30+01:00,20255.6891,32046.86603,70.4
2024-02-21T17:45+01:00,20332.24128,33288.32911,79.99
2024-02-21T18:00+01:00,20569.09299,34728.53191,85.4
2024-02-21T18:15+01:00,20573.73448,36141.01253,74.17
2024-02-21T18:30+01:00,20531.3665,37232.01664,64.7
2024-02-21T18:45+01:00,20428.63074,38428.3942,51.9
2024-02-21T19:00+01:00,20163.1385,39178.98955,91.33
2024-02-21T19:15+01:00,19761.64766,39692.12677,67.92
2024-02-21T19:30+01:00,19258.96478,40217.63757,52.98
2024-02-21T19:45+01:00,19002.22646,40964.5046,43.9
2024-02-21T20:00+01:00,18542.60749,41891.24718,99.92
2024-02-21T20:15+01:00,18430.94773,42482.05413,64.9
2024-02-21T20:30+01:00,17921.19426,42930.80252,44.79
2024-02-21T20:45+01:00,17060.22244,43566.1835,22.59
